page_id,movie_title,year,genre,director,actor_count,extraction_source,error,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10
2123889,מבחן החלב,2016,,יונתן פז,7,infobox+section,,מעין קרת,סמי הורי,שרי צוריאל,דן תורג'מן,שלמה פלסנר,תומר רוסו,אלון דהן,,,
1420367,מבצע חתונה (סרט),2016,תיעודי,ענת זלמנסון-קוזניצוב,0,not_found,,,,,,,,,,,
1600388,מוות בבאר שבע,2016,תיעודי,טלי שמש | אסף סודרי,2,section,,שירות בתי הסוהר,סמר,,,,,,,,
1491241,מי יאהב אותי עכשיו?,2016,תיעודי | מוזיקלי,ברק הימן | תומר הימן,0,not_found,,,,,,,,,,,
1692484,מעבר להרים ולגבעות,2016,דרמה,ערן קולירין,6,infobox+section,,אלון פדות,שירי נדב נאור,מילי עשת,נועם אימבר,יואב רוטמן,עלא דקה,,,,
2160402,נמל בית (סרט),2016,,ארז תדמור,10,infobox+section,,יורם חטב,שמיל בן ארי,אנה דוברוביצקי,שרון אלכסנדר,אייל רוזלס,לירון לבו,שלום שמואלוב,אייל סלמה,יעקב זדה דניאל,לירון בן-שלוש
1417550,סופת חול (סרט),2016,דרמה,עילית זקצר,5,infobox+section,,למיס עמאר,רובא בלאל-עספור,הייתאם עומארי,חדיג'ה אל עאכד,ג'לאל מסרוה,,,,,
1626253,עם הפנים לקיר,2016,דרמה | סטודנטים,עלמוורק דוידיאן,3,infobox,,ספיר סנקהסורני,תהילה ישעיהומולו,שולה מולאאברש,,,,,,,
2220576,עמק (סרט),2016,נעורים,סופי ארטוס,10,infobox+section,,נוה צור,רועי ניק,ג'וי ריגר,מאור שוויצר,רותם אבוהב,דורון צברי,רונית יודקביץ,יואב סעדיאן רוזנברג,דוד שאול,שלומי אוחיון
1429692,עניינים אישיים (סרט),2016,דרמה,מהא חאג',2,infobox+section,,דוריד לידאווי,מאיסה עבד אלהאדי,,,,,,,,
1407710,פוטו פרג' (סרט),2016,תיעודי,קובי פרג',0,not_found,,,,,,,,,,,
2217542,פטר השלישי (סרט),2016,קומדיה,טומי לנג,8,infobox+section,,רוברט הניג,נתן נתנזון,יעקב בודו,דנה ידלין,עומרי אשין,פיני מיטלמן,מומו טרלובסקי,דורית פלד הרפז,,
2246654,רוח חדשה (סרט),2016,דרמה,דורון ערן,10,infobox+section,,אימרי ביטון,דורון בן דוד,אוהד שחר,מייקל הרפז,חיים זנאתי,שלום שמואלוב,זאב שמשוני,מריה פלאם,מוריה בן הרוש,מוטי בן ישי
2118650,שבוע ויום,2016,דרמה,אסף פולונסקי,10,infobox+section,,שי אביבי,תומר קאפון,יבגניה דודינה,שרון אלכסנדר,כרמית מסילתי קפלן,אלונה שאולוף,רוני בליץ,רז דדי,אורי גבריאל,נילי צרויה
2021418,אבנייר,2017,,הלל ראטה,2,infobox,,טובה ורובל,מאיה ארבל,,,,,,,,
2435704,אזימוט (סרט),2017,מלחמה | פעולה | דרמה,מייק בורשטיין,8,infobox+section,,יפתח קליין,אנ',סמי שייק,אלון דהן,משה שחר,נעמה פרייס,סאמר קופטי,יפה תוסיה כהן,,
1554130,אחרייך,2017,תיעודי,רנא אבו פריחה,1,infobox,,רודיינא אבו פריחה,,,,,,,,,
1739826,איך מסמנים אהבה,2017,תיעודי,אל-עד כהן | איריס בן משה,0,not_found,,,,,,,,,,,
1600107,"אנתרקס (סרט, 2017)",2017,מתח | דרמה | פאונד פוטג',שי שרף,6,infobox,,אודי פרסי,עמית אפשטיין,זיו פלג,ליאור חסון,אורטל בן שושן,דנה מיינרט,,,,
1889187,ארץ זרה,2017,תיעודי | דרמה,שלומי אלדר,3,infobox+section,,גסאן עבאס,שלומי אלדר,עז א-דין אבו אל-עייש,,,,,,,
2172308,בית בגליל (2017),2017,דרמה,אסף סבן,10,infobox,,נועה קולר,אודי רצין,ישי גולן,לאורה ריבלין,גדליה בסר,אוהד קנולר,ג'וי ריגר,צחי הלוי,ורד פלדמן,עירית גדרון
1694113,ג'סטה,2017,קומדיה | דרמה | אקשן,קובי מחט,6,infobox,,און רפאלי,נאיה פדרמן,מתן לקס,דודו ארז,אלין לוי,עמי אנידג'ר,,,,
1519149,געגוע (סרט),2017,דרמה,שבי גביזון,9,infobox+section,,שי אביבי,אסי לוי,נטע ריסקין,אדם גבאי,שמעון מימרן,יורם טולדנו,שירי גולן,אלה ארמוני,אולג לוין,
1517298,האופה מברלין,2017,"דרמה | להט""ב",אופיר ראול גרייצר,5,infobox+section,,טים קלקהוף,רוי מילר,שרה אדלר,זהר שטראוס,סנדרה שדה,,,,,
1838714,האיש הנעלם – הסיפור של וילפריד ישראל,2017,תיעודי,יונתן ניר,0,not_found,,,,,,,,,,,
2130803,הבן-דוד,2017,דרמה,צחי גראד,10,infobox+section,,צחי גראד,עלא דקה,אסנת פישמן,יוני להב,ירון מוטולה,חיים שריר,אילן גנני,אורי הוכמן,אלי בן דוד,יואב הייט
1521272,המועדון לספרות יפה של הגברת ינקלובה,2017,דרמה,גלעד אמיליו שנקר,6,infobox,,קרן מור,יפתח קליין,אניה בוקשטיין,חנה לסלאו,רזיה ישראלי,ליא קניג,,,,
1957935,הקיר,2017,תיעודי,מורן איפרגן,0,not_found,,,,,,,,,,,
1694262,ואז היא הגיעה,2017,קומדיה רומנטית,רועי פלורנטין,5,infobox,,מיכאל אלוני,חן אמסלם-זגורי,אפרת דור,שמואל וילוז'ני,מיקי קם,,,,,
1518443,טהורה לעד,2017,תיעודי,מאיה זינשטיין,3,infobox,,זאור סדאייב,איציק קורנפיין,אריאל הרוש,,,,,,,
1488650,כמעט מפורסמת (סרט),2017,נוער | קומדיה,מרקו כרמל,10,infobox+section,,ניב סולטן,עומר דרור,עמית יגור,עמית פרקש,נועה קירל,ליאת אקטע,נתן רביץ,אורי פפר,מור פולנוהר,נואל ברקוביץ'
1549141,לפני שהרגליים נוגעות בקרקע,2017,תיעודי,דפני ליף,1,infobox,,דפני ליף,,,,,,,,,
1508418,מבצע ביצה,2017,הרפתקאות | קומי | מוזיקלי,אלון גור אריה,10,infobox+section,,חיים אוסדון,ירון ברלד,שלומי קוריאט,יהורם גאון,דנה אברהם-סמו,טל מוסרי,אסף אשתר,מאי ז'פקו,לירון אורפלי,תומר שרון
1707977,מדינת הגמדים (סרט),2017,מתח,יניב ברמן,7,infobox+section,,מאור שוויצר,עופר חיון,נמרוד הוכנברג,ליאור רוכמן,מישל פרוז'נסקי,עמית הכטר,עידו קסטלר,,,
1505807,מועדון החנונים: הסרט,2017,קומדיה | נוער,ירון ארזי,10,infobox+section,,יואב רוטמן,עמית פרקש,נוה צור,שירן סנדל,גאיה גור אריה,יון תומרקין,שירה נאור,רוני הדר,יובל סגל,מיכאל הנגבי
1554070,מות המשוררת,2017,"דרמה | להט""בי",דנה גולדברג | אפרת מישורי,2,infobox,,יבגניה דודינה,סמירה סרייה,,,,,,,,
1986427,"מכתב אהבה למ""מ שלי",2017,קצר | עלילתי,עטרה פריש,3,infobox,,גילי בית הלחמי,רוית דור,שיר אברמוב,,,,,,,
1525065,מכתוב (סרט),2017,פשע | קומדיה,עודד רז,10,infobox+section,,חנן סביון,גיא עמיר,חן אמסלם-זגורי,חן אמסלם,איציק כהן,יגאל נאור,אנסטסיה פיין,בנימין שובה,מישל מישייב,עדנה בליליוס
1694140,מסע הטבעת,2017,קומדיה | אקשן,מתי הררי,6,infobox,,תומר שחורי,תמיר ביידר,עמית פרקש,ישראל אטיאס,דובל'ה גליקמן,שמוליק לוי,,,,
1600128,משפחה בטרנס,2017,תיעודי,אופיר טריינין,1,infobox,,עמית צוק,,,,,,,,,
1568446,"סאלח, פה זה ארץ ישראל",2017,תיעודי,דוד דרעי,1,infobox,,ירון לונדון,,,,,,,,,
1512962,פוקסטרוט (סרט),2017,דרמה,שמוליק מעוז,10,infobox+section,,ליאור אשכנזי,שרה אדלר,יונתן שיראי,יהודה אלמגור,איליה גרוס,גפן ברקאי,דקל עדין,קארין אוגוסקי,דני איסרליש,יעל אייזנברג
1544362,פיגומים (סרט),2017,דרמה,מתן יאיר,7,infobox+section,,אשר לקס,יעקב כהן,עמי סמולארצ'יק,קרן ברגר,חגית דסברג,דינה לימון,ריקי דסקל,,,
1472261,שדה של חולמים,2017,תיעודי,נועם סטולרמן,0,not_found,,,,,,,,,,,
1556222,3 סיפורי ערבה,2018,"דרמה | קצר | להט""בי",משה רוזנטל | בעז פרנקל | דוד ולך,3,infobox,,ליאור אשכנזי,מנשה נוי,רותם קינן,,,,,,,
1762671,Voice over (סרט),2018,,מאיה קניג | סיגלית ליפשיץ | אורית פוקס רותם | ניר ברגמן,0,not_found,,,,,,,,,,,
1611694,אגדת המלך שלמה,2018,אנימציה,חנן קמינסקי,9,infobox+section,,אורי לייזרוביץ',אורי פפר,אלברט כהן,חנה לסלאו,עדן הראל,עודד מנשה,אוהד שחר,רותי אסרסאי,גלעד קלטר,
1737715,איך לשחות,2018,דרמה,נעה גוסקוב,6,infobox+section,,דינה סנדרסון,אורלי זילברשץ,גל מקאדר,עמרי אשין,אירית דגמי,מתניה בר-שלום,,,,
1827688,אין בתולות בקריות,2018,דרמה,קרן בר רפאל,4,infobox,,ג'וי ריגר,מיכאל אלוני,יבגניה דודינה,מנואל אלקסלסי ורדי,,,,,,
1703052,אישה עובדת,2018,דרמה,מיכל אביעד,3,infobox,,לירון בן-שלוש,מנשה נוי,אושרי כהן,,,,,,,
1731331,בוקר טוב ילד,2018,דרמה,שרון בר-זיו,3,infobox,,קרן מור,שרון בר-זיו,אביב אלקבץ,,,,,,,
1731339,בלי דם,2018,מתח,יוסף אל-דרור,2,infobox,,דני איסרליש,אודי רוטשילד,,,,,,,,
1731444,גאולה (סרט),2018,דרמה | מוזיקלי,יוסי מדמוני | בועז יהונתן יעקב,5,infobox,,משה פולקנפליק,אמילי גרנין,יונתן גלילה,שחר אבן צור,סיון שטיבי,,,,,
1608960,גיבור בעננים,2018,הרפתקאות | קומדיה | מוזיקלי,אביעד קידר,10,infobox+section,,יובל שם-טוב,שי ורועי,עודד פז,ורד פלדמן,לירית בלבן,יובל המבולבל,דיבל,דובל,שמבלול,גאיה הנביאה
1827166,דרייבר (סרט),2018,דרמה,יהונתן אינדורסקי,10,infobox,,משה פולקנפליק,מנואל אלקסלסי ורדי,מאור שוויצר,אבי דנגור,בועז קונפורטי,רות גלר,יחזקאל לזרוב,נוה צור,דב נבון,יעקב זדה דניאל
2147871,האיש שבקיר (סרט),2018,דרמה,יבגני רומן,10,infobox+section,,תמר אלקן,גלעד כהנא,אלי גורנשטיין,רות רסיוק,רוי מילר,שלומי אברהם,אמיתי יעיש בן אוזיליו,זאב שמשוני,יואב דונט,רודיה קוזלובסקי
1608973,הבלתי רשמיים,2018,דרמה,אלירן מלכה,10,infobox+section,,שולי רנד,יעקב כהן,גולן אזולאי,יואב לוי,שיפי אלוני,אור לומברוזו,צחי גראד,יגאל נאור,אברהם זגדון,דורית לב ארי
2032352,הד (סרט),2018,דרמה,עמיקם קובנר | אסף שניר,4,infobox+section,,יורם טולדנו,יעל אבקסיס,צחי הלוי,גורי אלפי,,,,,,
1826598,הלומים,2018,עלילתי,ארז מזרחי | סהר שביט,0,not_found,,,,,,,,,,,
1600444,"המועמד (סרט, 2018)",2018,תיעודי,טלי שמש | אסף סודרי,0,not_found,,,,,,,,,,,
1624423,"הנשף (סרט, 2018)",2018,"דרמה | להט""בי",טל גרניט | שרון מימון,8,infobox+section,,סתיו סטרשקו,נצנת מקונן,נועם לוגסי,אסי לוי,מיכה סלקטר,ניב סולטן,יהונתן וילוז'ני,טום מרסייה,,
2129631,העדות,2018,דרמה,עמיחי גרינברג,10,infobox+section,,אורי פפר,רבקה גור,חגית דסברג,אורי יניב,מרים גבריאלי,שמואל עצמון,דניאל אדרי,אורנה רוטברג,יצחק חזקיה,ליא קניג
1612446,הצלילה,2018,דרמה | מלחמה,יונה רוזנקיאר,9,infobox+section,,יואל רוזנקיאר,יונה רוזנקיאר,מיקי מרמור,דניאל סבג,שמואל אדלמן,אברהם שלום לוי,אלעד צפני,מיכה רוזנקיאר,קלאודיה דוליצ'י,
1790669,טוקלומטי,2018,תיעודי,דוד אופק,2,infobox,,טוני טוקלומטי,עידן טוקלומטי-ג'ורנו,,,,,,,,
1752580,יום רגיל,2018,דרמה,לי גילת,6,infobox+section,,ליטל שוורץ,דובר קוסשווילי,בת אל מוסרי,יעקב זדה דניאל,צביקה קרצנר,מרקו כרמל,,,,
1614864,יונתן אגסי הציל את חיי,2018,"תיעודי | להט""בי",תומר הימן,0,not_found,,,,,,,,,,,
1595322,ישורון: 6 פרקי אבות,2018,תיעודי,עמיחי חסון,0,not_found,,,,,,,,,,,
2220909,ליידי טיטי,2018,קומדיה,אסתי עלמו וקסלר,8,infobox+section,,לירית בלבן,צביקה היזיקיאס,אלזה עלמו,תהילה ישעיהו,ביינה גטהון,אייל סלמה,בירו טשלה,סבטלנה דמידוב,,
1517031,מוטלים בספק,2018,דרמה,אלירן אליה,10,infobox+section,,רן דנקר,הילה סורג'ון,לירון בן-שלוש,אדר חזאזי גרש,בת אל מוסרי,אוראל ספיר,אושר עמרה,אלעד כודרה,אלראי פס,דויד וילחובסקי
2265356,מתנחלת (סרט),2018,תיעודי,איריס זכי,0,not_found,,,,,,,,,,,
1826745,סדקים (סרט),2018,דרמה,אריק לובצקי,4,infobox,,שמואל וילוז'ני,צופית גרנט,שלומי קוריאט,ליאת אקטע,,,,,,
1635781,סיפור אחר,2018,דרמה,אבי נשר,10,infobox+section,,ג'וי ריגר,נתן גושן,מיה דגן,יובל סגל,ששון גבאי,מעיין בלום,אביגיל הררי,אילאי ברז'נסקי,אורנה פיטוסי,אסתי זקהיים
1617288,עד הקצה - ג'סטה 2,2018,קומדיה | דרמה | אקשן,קובי מחט,5,infobox,,און רפאלי,נאיה פדרמן,מתן לקס,גיא זו-ארץ,עמי אנידג'ר,,,,,
1621831,"עירום (סרט, 2018)",2018,דרמה,ירון שני,2,infobox,,לליב סיון,בר גוטפריד,,,,,,,,
1625830,עץ תאנה (סרט),2018,דרמה,עלמוורק דוידיאן,5,infobox,,בית לחם אסמאמאווה,יוהנס מוסה,וויינשיט בלאצ'ו,מרתה גטאצ'הו,מטקו היילו,,,,,
1985302,"פרא (סרט ישראלי, 2018)",2018,תיעודי,,0,not_found,,,,,,,,,,,
1623854,פרא אציל (סרט),2018,דרמה,מרקו כרמל,5,infobox+section,,נוה צור,אלון אבוטבול,מוריס כהן,ליאת אקטע,שירה האס,,,,,
1685384,פרה אדומה (סרט),2018,"דרמה | עצמאי | להט""בי",ציביה ברקאי יעקב,3,infobox,,אביגיל קובארי,גל תורן,מורן רוזנבלט,,,,,,,
1625707,רוצחות מבית טוב,2018,תיעודי,רני סער,6,infobox,,ציון אשכנזי,נתי קלוגר,עירית נתן בנדק,מילי עשת,יערה ביסטרי,אריאל נוביק,,,,
1841752,רכבת קלה (סרט),2018,דרמה | עלילתי,עמוס גיתאי,4,infobox,,מתייה אמלריק,פיפו דלבונו,חנה לסלאו,רותם אבוהב,,,,,,
1626894,שרוכים (סרט),2018,דרמה | צרכים מיוחדים,יעקב גולדווסר,2,infobox,,דב גליקמן,נבו קמחי,,,,,,,,
1702696,תל אביב על האש,2018,קומדיה | דרמה,סאמח זועבי,5,infobox,,קייס נאשף,יניב ביטון,מאיסה עבד אלהאדי,לובנה אזאבל,סלים דאו,,,,,
1702670,15 שנה,2019,דרמה,יובל הדדי,3,infobox,,עודד לאופולד,אודי פרסי,רותי אסרסאי,,,,,,,
1698152,אהבה בשלייקס,2019,קומדיה רומנטית,יוחנן ולר,10,infobox+section,,ניצה שאול,יהודה בארקן,שלמה בראבא,יפתח קליין,מיכל ינאי,אריה מוסקונה,יגאל עדיקא,רינה פדווה,אייל שכטר,כוכבה הררי
1702274,אול אין,2019,קומדיה | אקשן,יהונתן בר-אילן,10,infobox+section,,שלומי קוריאט,צחי הלוי,יוני זיכהולץ,עומר עציון,דנה פרידר,יעל בר זוהר,זהר שטראוס,דינה סנדרסון,מיכאל הנגבי,צחי גראד
1767942,אלוהי הפסנתר,2019,דרמה,איתי טל,6,infobox+section,,שמעון מימרן,זאב שמשוני,לאורה ריבלין,אלי גורנשטיין,עמי ויינברג,עזרא דגן,,,,
1762294,אפריקה (סרט),2019,דרמה,אורן גרנר,2,infobox,,מאיר גרנר,מיה גרנר,,,,,,,,
1734886,בזמק,2019,קומדיה,אריאל וייסברוד | יוסי מאירי,4,infobox,,גדי וילצ'רסקי,מיטל גל סויסה,אורי יניב,יוסי צברי,,,,,,
1734651,ברזיל אהובתי,2019,דרמה,חורחה גורביץ',3,infobox,,אסף גולדשטיין,רום ברנע,אנטוניו פטרין,,,,,,,
1753494,בשורות טובות (סרט),2019,דרמה קומית,ארז תדמור,6,infobox,,רועי אסף,נלי תגר,שמיל בן ארי,ערן פסח,אילן דר,אוולין הגואל,,,,
2487406,בשם הבת,2019,דרמה | מתח | קצר,לירן שטרית,5,infobox+section,,נתי רביץ,אברהם סלקטר,לירית בלבן,עמי ויינברג,דייוויד בונד,,,,,
1746439,גולדה (סרט תיעודי),2019,תיעודי,,0,not_found,,,,,,,,,,,
2444119,דינה מלול עושה מלחמה,2019,,עמית סרגוסי,7,infobox+section,,מלי לוי,תימור כהן,אנג'לה שטיינגרט,מרינה שויף,אורנה פיטוסי,זהר שטראוס,ליאור כלפון,,,
1733318,הדווקאים (סרט),2019,"תיעודי | להט""בי",הדס איילון,8,infobox+section,,שריאל בקנשטיין,דוד גולנד,רפי דייגי,דן לחמן,אשר מעיין,ג'רי פישמן,גיורא קפלן,יותם ראובני,,
1686418,המוסד (סרט),2019,פעולה,אלון גור אריה,10,infobox+section,,צחי הלוי,טל פרידמן,אפרת דור,עדי הימלבלוי,אילן דר,דביר בנדק,שלומי קוריאט,גילה אלמגור,עומר דרור,תומר שרון
2276298,המתים של יפו,2019,,רם לוי,10,infobox+section,,יוסף אבו ורדה,רובא בלאל-עספור,סלים דאו,מייסה דאו,בילאל באבאי,ג'יהאד בבאי,קורל זקאק,ג'וני פיליפס,מאיה פלאם,אלון דהן
1765611,הרפתקה בשחקים,2019,הרפתקאות | לכל המשפחה,ליאור חפץ,7,infobox+section,,אמיר טסלר,הילה נתנזון,אריה צ'רנר,ריקי בליך,נתי רביץ,דור הררי,אורי בלופרב,,,
1737685,זונה כמוני,2019,תיעודי,יעל שחר | שרון יעיש,0,not_found,,,,,,,,,,,
1734283,ימים נוראים (סרט),2019,דרמה | מותחן פוליטי,ירון זילברמן,10,infobox+section,,יהודה נהרי הלוי,אמיתי יעיש בן אוזיליו,ענת רבניצקי,יואב לוי,דולב אוחנה,רענן פז,סיוון מסט,דניאלה קרטס,יגאל עמיר,חגי עמיר
1752549,לידה (סרט),2019,דרמה,ירון שני,3,infobox,,סתיו אלמגור,אורי שני,לאה טוניק,,,,,,,
1755383,מחילה (סרט),2019,קומדיה | אקשן,חנן סביון | גיא עמיר,10,infobox+section,,חנן סביון,גיא עמיר,שירי מימון,צחי הלוי,נועה קולר,אלון אבוטבול,ליאלי אלקון,מיכל לוי,תקווה עזיז,יניב סוויסה
2218169,מריונטה (סרט),2019,,טומי לנג,10,infobox+section,,לימור גולדשטיין,שירן הוברמן,דב רייזר,עומרי אשין,שרית וינו אלעד,עדי ארד,דנה ברגר,פולי רשף,הלנה חייט,אדם הירש
2014870,נתראה בשמחות,2019,קומדיה שחורה | קומדיה של טעויות | דרמה קומית | אימה,מיכאל מאיר,10,infobox+section,,מיכאל אלוני,סטפי סלמה,לירז חממי,עידו מור,אלון פדות,איריס בר,גיא אדלר,שני אטיאס,דניאל לביד,מייק בורשטיין
1731752,קולות רקע,2019,דרמה | קומדיה,יבגני רומן,4,infobox,,ולדימיר פרידמן,מריה בלקין,אלכסנדר סנדרוביץ,אוולין הגואל,,,,,,
1909525,אנחנו המהפכה,2020,דרמה | רומנטי,מאור זגורי,3,infobox,,אגם רודברג,מאור שוויצר,עוז זהבי,,,,,,,
1898137,אסיה (סרט),2020,דרמה,רותי פרי-בר,7,infobox+section,,אלונה איב,שירה האס,תמיר מולא,גרא סנדלר,עדן חלילי,אור ברק,ערן איוניר,,,
2089822,הנה אנחנו,2020,דרמה | דרמה קומית | מסע,ניר ברגמן,4,infobox,,שי אביבי,שרון זליקובסקי,נועם אימבר,אפרת בן צור,,,,,,
1879609,חתונה הפוכה,2020,תיעודי,מרדכי ורדי,0,not_found,,,,,,,,,,,
2457880,מותו של הקולנוע ושל אבא שלי גם,2020,דרמה,דני רוזנברג,10,infobox+section,,רוני קובן,מרק רוזנבאום,נועה קולר,נתן רוזנברג,דני רוזנברג,אינה רוזנברג,רות פרחי,אורי קלאוזנר,יובל סגל,סבינה רוזנברג
1948284,על כיסא הבמאי יושבת אישה,2020,,סמדר זמיר,0,not_found,,,,,,,,,,,
1856757,עלייתו ונפילתו של שם טוב האבי,2020,קומדיה,נאור סוקי,10,infobox+section,,תמיר בר,מאיר סוויסה,ישי סוויסה,רביד פלוטניק,לוסי איוב,ג'נלין זוניו לוט,יאיר נשר,ג'ימבו ג'יי,שמואל גולדשטיין,דלית זריהן
1796081,ענת אלימלך: הילדה הכי יפה בירושלים,2020,דוקו-דרמה,עמנואל נקש,5,infobox+section,,אגם רודברג,רוי מילר,אורנה פיטוסי,כרמית לויטה,ענת אלימלך,,,,,
2256817,רב הנסתר,2020,תיעודי,שני חזיזה,0,not_found,,,,,,,,,,,
2391100,שאיפה לחיים,2020,קומדיה,מתן גוגנהיים | אסף אבירי,10,infobox+section,,שלמה בר אבא,דב גליקמן,גדי יגיל,ג'וי ריגר,נירה רבינוביץ,אלון נוימן,אבי קושניר,יותם קושניר,אבי קורניק,אודליה מורה מטלון
1943521,שלושה יוסי,2020,תיעודי,יעל קיפר | רונן זרצקי,0,not_found,,,,,,,,,,,
1848156,שפר בדרך להוליווד,2020,תיעודי,ונסה לאפא,0,not_found,,,,,,,,,,,
2003514,אגדת חורבן,2021,דרמה היסטורית | אנימציה,גידי דר,5,infobox,,זאב רווח,עמוס תמם,מוני מושונוב,יעל אבקסיס,יגאל נאור,,,,,
1966423,אחד בלב,2021,,טליה לביא,10,infobox+section,,רן דנקר,אביגיל הררי,מאיר סוויסה,אורלי זילברשץ,יעל פולמן,יערה,אלישע בנאי,אנה דוברוביצקי,ביאן ענתיר,ירמי שיק בלום
2091640,אל תחכי לי,2021,דרמה | מתח | נעורים,דני רייספלד | רועי גלוסקא,3,infobox,,עומר חזן,טיילור מלכוב,רז מזרחי,,,,,,,
2004706,הברך,2021,דרמה,נדב לפיד,4,infobox+section,,אבשלום פולק,נור פיבק,מילי עשת,יורם הוניג,,,,,,
2408597,החלון הרביעי,2021,תיעודי,יאיר קדר,0,not_found,,,,,,,,,,,
2002308,"הטיפול (סרט, 2021)",2021,תיעודי,צבי לנזמן,1,section,,ניצן הורוביץ,,,,,,,,,
2005128,המלכה שושנה,2021,תיעודי,קובי פרג' | מוריס בן מיור,0,not_found,,,,,,,,,,,
2532133,המספר העגול (סרט),2021,תיעודי,דוד פישר,10,section,,חנה יבלונקה,יהודה באואר,דינה פורת,יואל רפל,עמר ברטוב,אריה ברנע,יצחק ארד,גבריאל בך,ישראל גוטמן,אביהו רונן
2043061,הרפסודה (סרט),2021,דרמה | הרפתקאות,עודד רז,4,infobox,,עומר דהן,אנה זק,עידן שקרוקה,שחף כרמל יעקובוביץ',,,,,,
2026966,ויהי בוקר,2021,דרמה,ערן קולירין,10,infobox+section,,אלכס בכרי,ג'ונה סולימאן,ג'ונא סולימאן,סלים דאו,איהאב אליאס סלאמה,ח'ליפה נאטור,איזבל רמדאן,דוריד לידוואי,יארה יארר,מרוואן חמדן
1948773,זרים מושלמים (סרט ישראלי),2021,דרמה | קומדיה,ליאור אשכנזי,7,infobox,,מורן אטיאס,יוסי מרשק,שירה נאור,רותם אבוהב,חנן סביון,גיא עמיר,אבי גרייניק,,,
2007933,כנרת – ים של חיים,2021,טבע | תיעודי,משה אלפרט,0,not_found,,,,,,,,,,,
2099158,לילות קיץ (סרט),2021,תיעודי,אוהד מילשטיין,0,not_found,,,,,,,,,,,
2000044,לשחרר את שולי,2021,קומדיה | בורקס,בן בכר,10,infobox+section,,ציון ברוך,אסי ישראלוף,שלום מיכאלשווילי,לירון וייסמן,דוד שאול,אביה מלכה,אביבה אבידן,אורי כץ,נכה,רגל עץ
2479089,מישהו יאהב מישהו,2021,קומדיה | דרמה,הדס בן ארויה,3,infobox,,אלישבע וייל,לייב לב לוין,יואב הייט,,,,,,,
2135780,סינמה סבאיא,2021,דרמה,אורית פוקס רותם,5,infobox,,דאנה איבגי,אמל מורקוס,מרלן בג'אלי,ג'ואנה סעיד,אסיל פרחאת,,,,,
2025781,עוד סיפור אחד,2021,קומדיה רומנטית,גורי אלפי-אהרון,5,infobox,,דינה סנדרסון,גורי אלפי,מעיין בלום,דניאל גל,ליאור אשכנזי,,,,,
1999369,"עיניים של אבא (סרט, 2021)",2021,דרמה | תיעודי,גולן רייז,0,not_found,,,,,,,,,,,
2006974,פול ספיד,2021,דרמה | הרפתקאות | נעורים,קובי מחט,10,infobox,,שירה לוי,קווין רובין,און רפאלי,אברהם ארנסון,אקי אבני,חן אמסלם,גל אמיתי,דין גרבר,טל גרושקה,עידן תלם
2012453,צל כבד (סרט),2021,תיעודי,עידו הר,0,not_found,,,,,,,,,,,
2008219,קופסה כחולה,2021,תיעודי,מיכל ויץ,0,not_found,,,,,,,,,,,
2011741,"שמלת השבת של חנה'לה (סרט, 2021)",2021,,רני מגר,10,infobox+section,,מיכל ויצמן,שירן סנדל,נואל ברקוביץ',מיכאל גבעתי,חני נחמיאס,חיים זנאתי,שלמה וישינסקי,חנה'לה,צילי,גילי
2092901,תוכנית א' (סרט),2021,מתח | דרמה,דורון פז | יואב פז,8,infobox+section,,יואל רוזנקיאר,מיכאל אלוני,אוגוסט דיהל,ניקולאי קינסקי,עוז זהבי,ישי גולן,אבא קובנר,אמיתי קדר,,
2094585,תל אביב (סרט),2021,דרמה,מרט פרחומובסקי,7,infobox+section,,יותם גוטל,מיטל נר,גל אמיתי,ענת עצמון,אוהד שחר,ניר שטראוס,מרט פרחומובסקי,,,
2034323,תמונת הניצחון,2021,דרמה | קומדיה | נעורים | מלחמה,אבי נשר,10,infobox+section,,ג'וי ריגר,דין גרבר,ליר עיסא,יונתן ברק,גיל כהן,עבדאללה עקל,הישאם סלימאן,אדם גבאי,אליאנה תדהר,תום אבני
2096568,1341 פריימים מהמצלמה של מיכה בר-עם,2022,תיעודי,רן טל,1,infobox,,מיכה בר-עם,,,,,,,,,
2132109,40 צעדים,2022,קולנוע תיעודי,גד אייזן | מנור בירמן (במאי שותף),0,not_found,,,,,,,,,,,
2241399,H2: מעבדת השליטה (סרט),2022,תיעודי | היסטוריה,עידית אברהמי | נועם שיזף,0,not_found,,,,,,,,,,,
2241045,אדמה בוערת (סרט ישראלי),2022,דרמה,לירן שטרית,10,infobox+section,,אסף הרץ,יעל לבנטל,נתי רביץ,ריקי בליך,לירית בלבן,איציק סיידוף,ערן שראל,גיא גורביץ,ניר שעיבי,אלון לשם
2121434,אוהב אותך צ'ארלי,2022,קומדיה | אקשן,שי כנות,10,infobox+section,,מיכאל אלוני,אלון אבוטבול,נועה קירל,אליעד נחום,עדי הימלבלוי,אוראל צברי,משה פרסטר,ליאור דובדבני,לין אשרוב,רוני נתנאל
2146474,איראן 3,2022,פעולה,חני רובינשטיין,10,infobox+section,,אמירה גרון,שרי גבעתי,אביה מלכה,נעמה שטרית,ורוניקה קלנדרישבילי,שיפי אלוני,נועה בן גיגי,ליז רביאן,טאקו טבטדז,אני אימנדזה
